GEOID,County,State,hhincome,pop,medage
30047,Lake County, Montana,42582,29518,41.8
30049,Lewis and Clark County, Montana,60789,66290,41.1
30073,Pondera County, Montana,44597,6081,40.5
30111,Yellowstone County, Montana,57955,156332,38.3
30063,Missoula County, Montana,49412,114231,35.4
30081,Ravalli County, Montana,44733,41387,48.5
30105,Valley County, Montana,55267,7561,44.4
30013,Cascade County, Montana,46827,81816,38.4
30027,Fergus County, Montana,47110,11327,45.7
30033,Garfield County, Montana,47188,1086,43.8
30061,Mineral County, Montana,40117,4194,52.1
30069,Petroleum County, Montana,46429,453,51.7
30077,Powell County, Montana,44352,6852,45.6
30089,Sanders County, Montana,36445,11414,52.7
30109,Wibaux County, Montana,47132,1121,49.4
30031,Gallatin County, Montana,59397,100733,33.4
30059,Meagher County, Montana,41343,2000,43.9
30009,Carbon County, Montana,56988,10466,50
30001,Beaverhead County, Montana,43880,9360,43
30029,Flathead County, Montana,51410,96147,42.3
30065,Musselshell County, Montana,38156,4766,49.1
31069,Garden County, Nebraska,48125,1913,51.7
31091,Hooker County, Nebraska,41607,684,58
31123,Morrill County, Nebraska,44201,4903,42.9
31127,Nemaha County, Nebraska,55536,7041,38
31159,Seward County, Nebraska,63095,17045,38.3
31171,Thomas County, Nebraska,53173,643,42.1
31043,Dakota County, Nebraska,52401,20529,33.8
31181,Webster County, Nebraska,43831,3597,46.1
31003,Antelope County, Nebraska,46949,6406,45.9
31029,Chase County, Nebraska,54568,3803,44.4
31023,Butler County, Nebraska,52448,8105,43.5
31035,Clay County, Nebraska,54167,6264,43.5
31005,Arthur County, Nebraska,41250,421,43.3
31041,Custer County, Nebraska,48836,10836,43.5
31061,Franklin County, Nebraska,49453,3019,50.7
31067,Gage County, Nebraska,52223,21632,44.2
31081,Hamilton County, Nebraska,61944,9149,42.3
31115,Loup County, Nebraska,58625,537,52.8
31095,Jefferson County, Nebraska,46576,7276,45.7
31099,Kearney County, Nebraska,53207,6547,40.6
31101,Keith County, Nebraska,45078,8129,49.7
31119,Madison County, Nebraska,49865,35062,36.9
31135,Perkins County, Nebraska,58125,2904,43.3
31137,Phelps County, Nebraska,56408,9163,42.1
31155,Saunders County, Nebraska,65015,20953,41
31157,Scotts Bluff County, Nebraska,47975,36509,39.5
31179,Wayne County, Nebraska,58093,9409,31.7
31103,Keya Paha County, Nebraska,48864,720,50.2
31105,Kimball County, Nebraska,43017,3688,46
31107,Knox County, Nebraska,48072,8496,47.2
31111,Lincoln County, Nebraska,55875,35569,40.4
31121,Merrick County, Nebraska,53536,7829,43.5
31139,Pierce County, Nebraska,55417,7175,41.7
31165,Sioux County, Nebraska,45375,1256,51.6
31021,Burt County, Nebraska,50174,6546,46.6
31025,Cass County, Nebraska,68284,25513,41.9
31039,Cuming County, Nebraska,50734,9039,44
31051,Dixon County, Nebraska,57036,5765,42.2
31057,Dundy County, Nebraska,44653,2017,43.6
31075,Grant County, Nebraska,45833,682,48.6
31077,Greeley County, Nebraska,47218,2436,45.9
31079,Hall County, Nebraska,53807,61233,35.8
31085,Hayes County, Nebraska,44946,957,42.7
31131,Otoe County, Nebraska,54605,15875,41.7
31145,Red Willow County, Nebraska,42882,10870,40.8
31027,Cedar County, Nebraska,57208,8561,44.1
31045,Dawes County, Nebraska,46146,8972,34
31097,Johnson County, Nebraska,49564,5200,41.1
31033,Cheyenne County, Nebraska,58770,10012,40.7
31047,Dawson County, Nebraska,51238,23925,35.8
31071,Garfield County, Nebraska,46509,1958,51.4
31117,McPherson County, Nebraska,60714,432,48.5
31125,Nance County, Nebraska,45428,3569,45.4
31133,Pawnee County, Nebraska,42176,2704,50.1
31167,Stanton County, Nebraska,57534,6020,41
31175,Valley County, Nebraska,50270,4252,46
31183,Wheeler County, Nebraska,49706,846,50.2
31083,Harlan County, Nebraska,46750,3469,49.5
31185,York County, Nebraska,59966,13832,40.9
31009,Blaine County, Nebraska,52000,502,46.8
31019,Buffalo County, Nebraska,55053,48834,32.9
31037,Colfax County, Nebraska,54876,10616,33.7
31049,Deuel County, Nebraska,53438,1901,46.1
31087,Hitchcock County, Nebraska,41582,2860,47.1
31113,Logan County, Nebraska,50278,919,38.9
31141,Platte County, Nebraska,58679,32875,38.3
31143,Polk County, Nebraska,63667,5244,45.5
31169,Thayer County, Nebraska,48151,5133,48.2
31013,Box Butte County, Nebraska,56328,11200,40.5
31017,Brown County, Nebraska,42773,3058,48.9
31001,Adams County, Nebraska,51721,31564,37.9
31161,Sheridan County, Nebraska,41209,5241,46.1
31109,Lancaster County, Nebraska,55747,306357,33.2
31011,Boone County, Nebraska,53854,5357,45
31129,Nuckolls County, Nebraska,42055,4318,49.4
31149,Rock County, Nebraska,52361,1381,51.9
31007,Banner County, Nebraska,55000,728,48.1
31063,Frontier County, Nebraska,52090,2624,45.5
31163,Sherman County, Nebraska,48704,3048,49.3
31055,Douglas County, Nebraska,58640,549706,34.3
31147,Richardson County, Nebraska,46839,8045,47.6
31093,Howard County, Nebraska,53648,6385,43.3
31089,Holt County, Nebraska,52050,10293,44.1
31065,Furnas County, Nebraska,43400,4814,46.1
31073,Gosper County, Nebraska,61769,2019,49.5
31151,Saline County, Nebraska,50932,14325,36
31153,Sarpy County, Nebraska,75752,175188,34.2
31173,Thurston County, Nebraska,44701,7055,28.1
31177,Washington County, Nebraska,66485,20414,41.2
31015,Boyd County, Nebraska,48750,2049,52.1
31031,Cherry County, Nebraska,53226,5792,43.8
31053,Dodge County, Nebraska,51748,36576,39.1
31059,Fillmore County, Nebraska,56750,5603,47.5
33005,Cheshire County, New Hampshire,60148,76109,42.5
33013,Merrimack County, New Hampshire,69856,147958,42.8
33009,Grafton County, New Hampshire,61036,89280,42.9
33015,Rockingham County, New Hampshire,85619,302479,44.1
33001,Belknap County, New Hampshire,65834,60383,46.7
33019,Sullivan County, New Hampshire,59419,43073,46.1
33011,Hillsborough County, New Hampshire,75777,406371,40.5
33017,Strafford County, New Hampshire,67805,126552,37
33007,Coos County, New Hampshire,45386,32119,48
33003,Carroll County, New Hampshire,58139,47524,51.4
32001,Churchill County, Nevada,46914,24022,38.9
32005,Douglas County, Nevada,61176,47632,50.8
32015,Lander County, Nevada,79865,5887,37.8
32027,Pershing County, Nevada,52308,6661,43.1
32009,Esmeralda County, Nevada,39405,1102,48
32011,Eureka County, Nevada,67159,1728,47.3
32013,Humboldt County, Nevada,69324,17088,35.6
32021,Mineral County, Nevada,39375,4471,46.7
32033,White Pine County, Nevada,60358,9858,39.4
32007,Elko County, Nevada,76178,52377,34.1
32017,Lincoln County, Nevada,52971,5203,41.6
32023,Nye County, Nevada,44225,43296,51.6
32029,Storey County, Nevada,63607,3891,54.7
32031,Washoe County, Nevada,58595,445551,38
32003,Clark County, Nevada,54882,2112436,36.9
32510,Carson City, Nevada,49341,54219,43
32019,Lyon County, Nevada,50920,52303,43.8
34025,Monmouth County, New Jersey,91807,627551,42.8
34021,Mercer County, New Jersey,77027,373362,38.6
34037,Sussex County, New Jersey,89238,143570,44.1
34011,Cumberland County, New Jersey,50000,154952,36.8
34035,Somerset County, New Jersey,106046,333316,41.3
34013,Essex County, New Jersey,57365,800401,37.3
34029,Ocean County, New Jersey,65771,589699,42.9
34001,Atlantic County, New Jersey,57514,272926,41.1
34015,Gloucester County, New Jersey,81489,291372,39.9
34023,Middlesex County, New Jersey,83133,837288,38.1
34033,Salem County, New Jersey,63934,63776,41.9
34031,Passaic County, New Jersey,63339,510563,36.7
34009,Cape May County, New Jersey,62332,94549,48.7
34007,Camden County, New Jersey,65037,510996,38.5
34003,Bergen County, New Jersey,91572,937920,41.6
34039,Union County, New Jersey,73376,557320,38.3
34041,Warren County, New Jersey,75500,107088,43.5
34017,Hudson County, New Jersey,62681,679756,34.9
34019,Hunterdon County, New Jersey,110969,125717,45.9
34005,Burlington County, New Jersey,82839,449192,41.4
34027,Morris County, New Jersey,107034,498847,42.3
35045,San Juan County, New Mexico,49686,128221,34.6
35037,Quay County, New Mexico,26663,8447,46.1
35027,Lincoln County, New Mexico,42145,19497,50.9
35005,Chaves County, New Mexico,42177,65454,35.3
35025,Lea County, New Mexico,59285,69505,31.7
35049,Santa Fe County, New Mexico,57945,147514,45.3
35059,Union County, New Mexico,38240,4216,40.2
35051,Sierra County, New Mexico,29690,11254,55.9
35053,Socorro County, New Mexico,34008,17098,40
35041,Roosevelt County, New Mexico,35928,19313,29.7
35028,Los Alamos County, New Mexico,110190,18031,43
35039,Rio Arriba County, New Mexico,33422,39455,40.7
35047,San Miguel County, New Mexico,29168,28203,42.9
35035,Otero County, New Mexico,43533,65130,35.6
35061,Valencia County, New Mexico,43428,75845,39
35057,Torrance County, New Mexico,35543,15534,44
35001,Bernalillo County, New Mexico,50386,674855,37.1
35006,Cibola County, New Mexico,36089,27049,36.4
35011,De Baca County, New Mexico,31439,2016,42.6
35019,Guadalupe County, New Mexico,26060,4426,41.7
35003,Catron County, New Mexico,42047,3547,60.2
35023,Hidalgo County, New Mexico,31829,4446,42.6
35029,Luna County, New Mexico,27602,24319,39
35031,McKinley County, New Mexico,30336,72849,31.6
35043,Sandoval County, New Mexico,60345,138815,39.6
35055,Taos County, New Mexico,35314,32809,47.7
35017,Grant County, New Mexico,40470,28382,45.9
35009,Curry County, New Mexico,41941,50283,30.8
35007,Colfax County, New Mexico,33042,12522,48.8
35015,Eddy County, New Mexico,60703,56793,35.9
35021,Harding County, New Mexico,35096,546,58.4
35033,Mora County, New Mexico,26644,4605,47
36095,Schoharie County, New York,51842,31611,44.1
36005,Bronx County, New York,36593,1455846,33.6
36067,Onondaga County, New York,57271,467669,38.8
36035,Fulton County, New York,48033,53955,43.4
36019,Clinton County, New York,52759,81224,39.4
36099,Seneca County, New York,51601,34843,42.2
36083,Rensselaer County, New York,63166,159800,39.9
36079,Putnam County, New York,99608,99464,43.8
36033,Franklin County, New York,50733,51054,40.5
36043,Herkimer County, New York,49077,62943,43.7
36069,Ontario County, New York,61710,109491,43.4
36081,Queens County, New York,62008,2339280,38.3
36101,Steuben County, New York,50157,97539,42.4
36041,Hamilton County, New York,55587,4646,53.7
36115,Washington County, New York,52527,62183,43.6
36013,Chautauqua County, New York,44304,130846,42.3
36047,Kings County, New York,52782,2635121,34.8
36061,New York County, New York,79781,1653877,37.1
36107,Tioga County, New York,57153,49322,44
36011,Cayuga County, New York,54664,78319,42.5
36073,Orleans County, New York,49223,41584,42.8
36091,Saratoga County, New York,77548,226632,42.3
36087,Rockland County, New York,88571,325027,36.2
36021,Columbia County, New York,61093,61481,47.4
36049,Lewis County, New York,51475,26845,41.8
36063,Niagara County, New York,51656,212675,43
36119,Westchester County, New York,89968,975321,40.6
36025,Delaware County, New York,47921,45950,47
36031,Essex County, New York,55294,38233,46.7
36057,Montgomery County, New York,47449,49500,41.1
36059,Nassau County, New York,105744,1363069,41.5
36085,Richmond County, New York,76244,475948,39.9
36089,St. Lawrence County, New York,48330,110817,38
36097,Schuyler County, New York,47810,18112,45.7
36109,Tompkins County, New York,56200,104415,30.4
36113,Warren County, New York,60222,64701,46.2
36017,Chenango County, New York,48567,48763,44.4
36023,Cortland County, New York,52451,48334,36.2
36027,Dutchess County, New York,75585,295685,41.8
36045,Jefferson County, New York,50322,116567,31.9
36055,Monroe County, New York,55272,748680,38.6
36065,Oneida County, New York,51316,232324,41
36103,Suffolk County, New York,92838,1497595,41
36111,Ulster County, New York,61652,180129,43.6
36121,Wyoming County, New York,55459,40886,41.8
36015,Chemung County, New York,51251,86883,41.2
36051,Livingston County, New York,53654,64373,40.4
36075,Oswego County, New York,51755,119833,39.8
36077,Otsego County, New York,51254,60750,42
36039,Greene County, New York,53214,47791,45.6
36117,Wayne County, New York,53693,91442,43.6
36001,Albany County, New York,62293,308580,37.8
36003,Allegany County, New York,45359,47400,38.6
36007,Broome County, New York,49064,196124,39.6
36009,Cattaraugus County, New York,45571,78175,41.7
36029,Erie County, New York,54006,923995,40.3
36053,Madison County, New York,58365,71760,41.3
36093,Schenectady County, New York,61315,155239,39.8
36105,Sullivan County, New York,53877,75783,42.6
36037,Genesee County, New York,54033,58537,43.2
36123,Yates County, New York,51758,25083,41.7
36071,Orange County, New York,75146,378174,36.9
37165,Scotland County, North Carolina,32739,35445,39.3
37189,Watauga County, North Carolina,41541,53421,30.6
37083,Halifax County, North Carolina,33573,52300,42.7
37001,Alamance County, North Carolina,44281,157844,39.7
37177,Tyrrell County, North Carolina,32411,4090,47.1
37079,Greene County, North Carolina,36989,21059,40.4
37087,Haywood County, North Carolina,45538,59854,47.5
37121,Mitchell County, North Carolina,42534,15155,47.1
37041,Chowan County, North Carolina,41979,14370,44.7
37005,Alleghany County, North Carolina,38944,10935,49.2
37027,Caldwell County, North Carolina,40735,81805,44.1
37035,Catawba County, North Carolina,48649,156182,41.2
37045,Cleveland County, North Carolina,40002,97038,41.7
37049,Craven County, North Carolina,49391,103374,36.2
37065,Edgecombe County, North Carolina,32929,54032,40.3
37077,Granville County, North Carolina,52089,58503,42.5
37085,Harnett County, North Carolina,50323,128753,33.9
37093,Hoke County, North Carolina,45713,52571,31.9
37089,Henderson County, North Carolina,50454,112156,46.9
37095,Hyde County, North Carolina,40532,5507,42.7
37097,Iredell County, North Carolina,55957,169798,40.4
37119,Mecklenburg County, North Carolina,61695,1034290,34.9
37131,Northampton County, North Carolina,33508,20426,48.6
37147,Pitt County, North Carolina,43526,176484,32
37159,Rowan County, North Carolina,46978,138940,40.1
37181,Vance County, North Carolina,35246,44420,40.6
37039,Cherokee County, North Carolina,38115,27463,50.8
37053,Currituck County, North Carolina,65758,25247,42.9
37179,Union County, North Carolina,70858,222095,38
37193,Wilkes County, North Carolina,37173,68525,44.1
37067,Forsyth County, North Carolina,48369,368362,38.2
37127,Nash County, North Carolina,46187,94125,41.4
37003,Alexander County, North Carolina,44523,37159,42.8
37017,Bladen County, North Carolina,32396,34130,42.8
37055,Dare County, North Carolina,55640,35412,46
37031,Carteret County, North Carolina,51584,68699,47.4
37185,Warren County, North Carolina,35443,20190,47.2
37195,Wilson County, North Carolina,42095,81379,40.4
37015,Bertie County, North Carolina,31287,19913,45
37073,Gates County, North Carolina,52481,11601,45
37075,Graham County, North Carolina,36030,8607,45
37117,Martin County, North Carolina,35969,23227,46
37115,Madison County, North Carolina,40563,21347,44.2
37137,Pamlico County, North Carolina,45211,12803,51
37143,Perquimans County, North Carolina,44039,13506,48.9
37149,Polk County, North Carolina,48412,20434,52.1
37151,Randolph County, North Carolina,43598,142827,41.5
37157,Rockingham County, North Carolina,41700,91566,44.4
37169,Stokes County, North Carolina,44490,46124,45.3
37187,Washington County, North Carolina,34557,12331,43.5
37029,Camden County, North Carolina,68327,10336,40.8
37043,Clay County, North Carolina,37070,10753,50.7
37051,Cumberland County, North Carolina,44737,332766,31
37071,Gaston County, North Carolina,46626,214049,40.1
37081,Guilford County, North Carolina,49253,517197,37.2
37099,Jackson County, North Carolina,45078,41725,37.2
37125,Moore County, North Carolina,54468,94191,44.7
37139,Pasquotank County, North Carolina,47264,39546,38.1
37155,Robeson County, North Carolina,32407,134187,35.9
37167,Stanly County, North Carolina,46017,60875,42.4
37173,Swain County, North Carolina,35271,14208,41.1
37183,Wake County, North Carolina,73577,1023811,35.8
37199,Yancey County, North Carolina,37610,17605,46.8
37007,Anson County, North Carolina,38123,25531,40.4
37037,Chatham County, North Carolina,59684,68364,46.3
37111,McDowell County, North Carolina,38776,45069,43.3
37069,Franklin County, North Carolina,48344,63866,40.9
37101,Johnston County, North Carolina,54610,186308,37.9
37103,Jones County, North Carolina,37256,9776,45.5
37113,Macon County, North Carolina,40659,34160,49.3
37145,Person County, North Carolina,44921,39240,43
37019,Brunswick County, North Carolina,51164,122586,51.9
37175,Transylvania County, North Carolina,44559,33291,50.6
37009,Ashe County, North Carolina,40293,26833,47.2
37013,Beaufort County, North Carolina,41101,47316,45.4
37047,Columbus County, North Carolina,36261,56589,41.9
37107,Lenoir County, North Carolina,37515,57934,41.9
37109,Lincoln County, North Carolina,50782,80504,42.7
37123,Montgomery County, North Carolina,38254,27445,42.8
37133,Onslow County, North Carolina,48162,192685,26
37135,Orange County, North Carolina,65522,141812,34.2
37153,Richmond County, North Carolina,33607,45447,40.2
37161,Rutherford County, North Carolina,38573,66523,44.5
37163,Sampson County, North Carolina,37765,63664,40.2
37171,Surry County, North Carolina,39071,72315,43.4
37197,Yadkin County, North Carolina,41126,37825,43.5
37011,Avery County, North Carolina,37109,17535,44.5
37021,Buncombe County, North Carolina,48464,252268,41.9
37023,Burke County, North Carolina,40854,88898,43.6
37025,Cabarrus County, North Carolina,60716,196716,37.9
37033,Caswell County, North Carolina,39428,22833,45.4
37059,Davie County, North Carolina,53493,41766,44.6
37057,Davidson County, North Carolina,45806,164118,42.1
37061,Duplin County, North Carolina,36679,59350,40
37063,Durham County, North Carolina,56393,300865,35
37091,Hertford County, North Carolina,35806,24262,42.4
37105,Lee County, North Carolina,49272,59805,37.9
37129,New Hanover County, North Carolina,51457,219866,38.7
37141,Pender County, North Carolina,49357,57630,42.6
37191,Wayne County, North Carolina,41766,124496,37.3
38013,Burke County, North Dakota,71667,2253,35.7
38061,Mountrail County, North Dakota,69622,9986,34.2
38097,Traill County, North Dakota,60952,8050,41.4
38105,Williams County, North Dakota,89874,32916,31.3
38007,Billings County, North Dakota,91518,983,44.4
38021,Dickey County, North Dakota,58357,5041,43.6
38043,Kidder County, North Dakota,60225,2457,44.3
38019,Cavalier County, North Dakota,65505,3817,50.1
38101,Ward County, North Dakota,64159,69628,31
38037,Grant County, North Dakota,50875,2387,52.2
38049,McHenry County, North Dakota,61788,5951,42.8
38067,Pembina County, North Dakota,61393,7050,48.2
38091,Steele County, North Dakota,65437,1915,49.8
38005,Benson County, North Dakota,44500,6875,30.7
38041,Hettinger County, North Dakota,56118,2601,47.3
38045,LaMoure County, North Dakota,57463,4106,47.8
38059,Morton County, North Dakota,65385,30059,38.2
38017,Cass County, North Dakota,58026,170620,32.2
38025,Dunn County, North Dakota,68594,4349,41.2
38029,Emmons County, North Dakota,46581,3389,52.1
38051,McIntosh County, North Dakota,46012,2680,53.5
38063,Nelson County, North Dakota,52417,2971,52.5
38077,Richland County, North Dakota,60551,16333,37.8
38079,Rolette County, North Dakota,36170,14657,30.6
38099,Walsh County, North Dakota,50781,10920,44.6
38001,Adams County, North Dakota,54700,2368,45.3
38009,Bottineau County, North Dakota,58767,6651,45.2
38003,Barnes County, North Dakota,56237,10971,44.5
38027,Eddy County, North Dakota,55294,2321,45.8
38035,Grand Forks County, North Dakota,51410,70130,29.5
38053,McKenzie County, North Dakota,79316,11679,30.8
38057,Mercer County, North Dakota,80337,8637,44.7
38055,McLean County, North Dakota,63926,9607,46.7
38069,Pierce County, North Dakota,45996,4272,46.1
38073,Ransom County, North Dakota,62524,5411,44.4
38075,Renville County, North Dakota,66023,2543,39.3
38085,Sioux County, North Dakota,40795,4420,26.9
38011,Bowman County, North Dakota,65435,3226,42.2
38015,Burleigh County, North Dakota,67308,92372,36.6
38033,Golden Valley County, North Dakota,44018,1892,42.4
38047,Logan County, North Dakota,57379,1932,52.9
38065,Oliver County, North Dakota,71500,1822,50.1
38095,Towner County, North Dakota,54625,2258,49.4
38093,Stutsman County, North Dakota,56088,21058,39.7
38071,Ramsey County, North Dakota,55927,11574,42.4
38023,Divide County, North Dakota,54223,2378,50.9
38031,Foster County, North Dakota,59500,3318,46.4
38039,Griggs County, North Dakota,50272,2276,50.9
38081,Sargent County, North Dakota,60824,3883,46.3
38083,Sheridan County, North Dakota,49750,1403,52
38087,Slope County, North Dakota,61250,674,52
38089,Stark County, North Dakota,77328,30316,34.3
38103,Wells County, North Dakota,54464,4089,51.8
39053,Gallia County, Ohio,42002,30203,40.6
39077,Huron County, Ohio,49710,58497,39.2
39099,Mahoning County, Ohio,43251,231857,43.5
39009,Athens County, Ohio,37191,65563,28.6
39001,Adams County, Ohio,36320,27926,42.2
39145,Scioto County, Ohio,38978,76871,39.8
39103,Medina County, Ohio,71595,176362,41.9
39105,Meigs County, Ohio,42105,23234,42.8
39159,Union County, Ohio,78848,54688,38.3
39021,Champaign County, Ohio,54495,39005,42.1
39131,Pike County, Ohio,43562,28291,41
39125,Paulding County, Ohio,49866,18951,41.5
39057,Greene County, Ohio,65032,164825,38.1
39061,Hamilton County, Ohio,52389,808703,36.9
39049,Franklin County, Ohio,56319,1253507,34
39087,Lawrence County, Ohio,45466,61057,41.5
39101,Marion County, Ohio,44708,65483,40.8
39115,Morgan County, Ohio,40276,14773,44.2
39157,Tuscarawas County, Ohio,49460,92531,40.9
39169,Wayne County, Ohio,54037,115915,38.7
39175,Wyandot County, Ohio,49767,22190,41.3
39015,Brown County, Ohio,49188,43799,41.6
39017,Butler County, Ohio,62188,375702,36.4
39043,Erie County, Ohio,51033,75369,44.6
39067,Harrison County, Ohio,46223,15397,46
39083,Knox County, Ohio,51211,60945,38.9
39089,Licking County, Ohio,59747,170678,39.9
39139,Richland County, Ohio,44138,121533,41.4
39163,Vinton County, Ohio,41541,13142,41.9
39019,Carroll County, Ohio,51748,27825,45
39063,Hancock County, Ohio,52831,75508,38.9
39025,Clermont County, Ohio,64183,202166,39.9
39045,Fairfield County, Ohio,63424,151526,39.2
39039,Defiance County, Ohio,55295,38311,40
39071,Highland County, Ohio,42333,43031,40.3
39069,Henry County, Ohio,58070,27463,41.2
39081,Jefferson County, Ohio,43161,67349,44.7
39133,Portage County, Ohio,53816,162080,37.8
39137,Putnam County, Ohio,61161,34037,39.6
39013,Belmont County, Ohio,46484,68889,44.2
39027,Clinton County, Ohio,49997,41869,39.8
39047,Fayette County, Ohio,44289,28659,41.1
39127,Perry County, Ohio,46477,35983,39.9
39129,Pickaway County, Ohio,60314,57075,39.4
39091,Logan County, Ohio,53051,45323,41
39097,Madison County, Ohio,62897,43732,40.4
39153,Summit County, Ohio,53291,541318,40.8
39119,Muskingum County, Ohio,43325,85933,40.2
39143,Sandusky County, Ohio,50370,59559,41.7
39149,Shelby County, Ohio,57673,48902,39.3
39161,Van Wert County, Ohio,50974,28262,41.4
39167,Washington County, Ohio,46021,60871,43.8
39171,Williams County, Ohio,47593,37061,41.4
39011,Auglaize County, Ohio,59516,45778,41.1
39029,Columbiana County, Ohio,45498,104584,43.8
39037,Darke County, Ohio,50064,51919,41.8
39123,Ottawa County, Ohio,56193,40769,48.3
39051,Fulton County, Ohio,57774,42296,40.2
39065,Hardin County, Ohio,46404,31576,35.6
39079,Jackson County, Ohio,43397,32624,40.2
39095,Lucas County, Ohio,44820,433404,37.9
39117,Morrow County, Ohio,52767,34935,41.8
39121,Noble County, Ohio,42171,14498,48.7
39135,Preble County, Ohio,52661,41328,42.3
39147,Seneca County, Ohio,49153,55549,39.5
39151,Stark County, Ohio,50117,374273,41.8
39003,Allen County, Ohio,47905,104157,38.6
39031,Coshocton County, Ohio,43251,36602,41.4
39033,Crawford County, Ohio,41726,42231,43
39041,Delaware County, Ohio,100229,193024,38.4
39055,Geauga County, Ohio,77104,93895,44.4
39059,Guernsey County, Ohio,42744,39414,42.4
39073,Hocking County, Ohio,48073,28547,42.7
39085,Lake County, Ohio,61137,229701,43.5
39107,Mercer County, Ohio,57052,40723,39.8
39141,Ross County, Ohio,45792,77125,40.5
39023,Clark County, Ohio,46275,135520,41.2
39035,Cuyahoga County, Ohio,46720,1257401,40.4
39075,Holmes County, Ohio,58728,43808,30.8
39093,Lorain County, Ohio,54987,305405,41.5
39109,Miami County, Ohio,54568,104081,41.5
39111,Monroe County, Ohio,43299,14239,45.8
39113,Montgomery County, Ohio,47045,531987,39.3
39155,Trumbull County, Ohio,45380,203341,44
39165,Warren County, Ohio,79397,223868,39.1
39173,Wood County, Ohio,58033,129504,34.6
39005,Ashland County, Ohio,50893,53299,40.4
39007,Ashtabula County, Ohio,43017,98622,42.5
40001,Adair County, Oklahoma,33366,22136,37.2
40133,Seminole County, Oklahoma,37741,25246,39.2
40137,Stephens County, Oklahoma,44805,44293,40.5
40025,Cimarron County, Oklahoma,44667,2221,44.6
40011,Blaine County, Oklahoma,46362,9680,42.1
40019,Carter County, Oklahoma,47754,48407,38.1
40029,Coal County, Oklahoma,39931,5666,41.8
40053,Grant County, Oklahoma,54460,4458,44
40055,Greer County, Oklahoma,35898,6018,39.6
40073,Kingfisher County, Oklahoma,62829,15510,36.6
40087,McClain County, Oklahoma,62081,37919,38.3
40091,McIntosh County, Oklahoma,38163,19874,47
40095,Marshall County, Oklahoma,45671,16226,43.2
40099,Murray County, Oklahoma,51844,13797,42.2
40103,Noble County, Oklahoma,52372,11421,41.5
40105,Nowata County, Oklahoma,41282,10448,42.3
40115,Ottawa County, Oklahoma,38472,31725,38.2
40131,Rogers County, Oklahoma,61320,90098,38.7
40135,Sequoyah County, Oklahoma,37455,41364,40.7
40145,Wagoner County, Oklahoma,59210,76830,38.5
40003,Alfalfa County, Oklahoma,57432,5877,43.8
40151,Woods County, Oklahoma,57097,9132,33.8
40015,Caddo County, Oklahoma,41626,29437,37.1
40027,Cleveland County, Oklahoma,60632,274024,33.6
40101,Muskogee County, Oklahoma,41329,69471,37.7
40107,Okfuskee County, Oklahoma,38346,12160,40
40005,Atoka County, Oklahoma,37106,13899,40.8
40013,Bryan County, Oklahoma,41197,45068,37.8
40043,Dewey County, Oklahoma,52930,4904,40.6
40059,Harper County, Oklahoma,46915,3843,38.9
40071,Kay County, Oklahoma,44067,45173,38.6
40083,Logan County, Oklahoma,59133,45326,37.8
40035,Craig County, Oklahoma,40465,14563,42.5
40143,Tulsa County, Oklahoma,52017,637123,35.4
40147,Washington County, Oklahoma,50388,51867,40.1
40017,Canadian County, Oklahoma,69220,132922,35.8
40057,Harmon County, Oklahoma,38264,2758,42.4
40061,Haskell County, Oklahoma,38017,12746,40.3
40077,Latimer County, Oklahoma,40539,10621,40.8
40111,Okmulgee County, Oklahoma,39567,39121,39.2
40113,Osage County, Oklahoma,47683,47350,42
40139,Texas County, Oklahoma,49469,21409,32.5
40067,Jefferson County, Oklahoma,35933,6270,42.4
40127,Pushmataha County, Oklahoma,35414,11132,44.6
40047,Garfield County, Oklahoma,50724,62421,35.7
40049,Garvin County, Oklahoma,42567,27751,39.2
40069,Johnston County, Oklahoma,38636,11039,39.4
40121,Pittsburg County, Oklahoma,44941,44673,41
40123,Pontotoc County, Oklahoma,46689,38289,35.5
40129,Roger Mills County, Oklahoma,51286,3734,41
40153,Woodward County, Oklahoma,57602,21140,36
40021,Cherokee County, Oklahoma,39187,48404,35
40041,Delaware County, Oklahoma,38234,41878,46.5
40045,Ellis County, Oklahoma,50594,4102,44.1
40051,Grady County, Oklahoma,55527,54351,38.6
40119,Payne County, Oklahoma,39149,80634,27.2
40125,Pottawatomie County, Oklahoma,46159,71614,37.6
40037,Creek County, Oklahoma,47147,70899,40.3
40141,Tillman County, Oklahoma,40728,7591,40.9
40149,Washita County, Oklahoma,51909,11550,38.6
40033,Cotton County, Oklahoma,49962,6000,41.1
40075,Kiowa County, Oklahoma,38191,9127,43.1
40079,Le Flore County, Oklahoma,39253,49860,39.6
40089,McCurtain County, Oklahoma,34250,33026,39
40093,Major County, Oklahoma,52056,7730,41.7
40097,Mayes County, Oklahoma,45302,40929,40.3
40109,Oklahoma County, Oklahoma,50762,774203,34.4
40039,Custer County, Oklahoma,48520,29169,30.7
40007,Beaver County, Oklahoma,52571,5445,40.5
40085,Love County, Oklahoma,49409,9843,40
40009,Beckham County, Oklahoma,49625,22971,35.1
40063,Hughes County, Oklahoma,38425,13519,39.8
40023,Choctaw County, Oklahoma,30298,14979,42.5
40065,Jackson County, Oklahoma,45189,25574,34.2
40031,Comanche County, Oklahoma,49569,123066,32.6
40081,Lincoln County, Oklahoma,47539,34759,41
